feature_type,seed,final_train_loss,final_val_loss,RMSE,MAE,R2
inv3,42,0.027094080814367937,0.01660430245101452,452.1973,288.67148,0.8414226770401001
inv3,23,0.025282445197331534,0.13673828542232513,749.17395,441.18768,0.2568182945251465
inv3,15,0.023159973107237185,0.12576864659786224,1095.5566,556.9737,0.26405954360961914
inv3,34,0.023543725081789778,0.13117621839046478,1770.2698,977.509,0.1778082251548767
inv3,18,0.022291283443926887,0.1617557257413864,1583.5558,974.74023,0.35148632526397705
inv3,32,0.022961505220492902,0.08612146228551865,1606.3348,817.33344,0.18635177612304688
inv3,47,0.026745782324677232,0.10383552312850952,1681.1696,732.3676,0.49825721979141235
inv3,27,0.025519253102921868,0.11532337218523026,2458.81,992.7156,0.11052924394607544
inv3,8,0.023574599008286855,0.21000909805297852,1884.4161,1264.6963,0.09054738283157349
inv3,52,0.02626760461767295,0.14384527504444122,1511.8502,725.05615,0.012966632843017578
